,group,group_id,name,homepage,description,category,projectrank,show,monthly_downloads,release_count,created_at,updated_at,projectrank_placing,trending,labels,github_id,conda_id,pypi_id,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_id,maven_id,npm_url,npm_monthly_downloads,maven_url,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,go_id,go_url
18,True,eos,EOS - EOS,https://github.com/eosio,Cryptocurrency token and blockchain that operates as a smart contract platform for the deployment of decentralized..,smart-contract-platform,6,False,245648.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
19,True,aleo,ALEO,https://github.com/AleoHQ,No description.,others,6,False,116829.33333333333,,,,1.0,,,,,,,,,,,,,,,,,,,,,
20,True,icp,ICP - Internet Computer,https://github.com/dfinity,Worlds first blockchain that is capable of running at web speed at unrestrictive capacities. Built by the DFINITY..,smart-contract-platform,6,False,141396.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
21,True,hbar,HBAR - Hedera,https://github.com/hashgraph,Decentralized public network for you to make your digital world exactly as it should be yours. Whether youre a startup..,exchange-tokens,6,False,97430.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
22,True,fil,FIL - Filecoin,https://github.com/filecoin-project,The Filecoin network achieves staggering economies of scale by allowing anyone worldwide to participate as storage..,web3,6,False,119531.33333333334,,,,1.0,,,,,,,,,,,,,,,,,,,,,
23,True,mana,MANA - Decentraland,https://github.com/decentraland,"Decentraland will be a virtual reality platform powered by the Ethereum blockchain. Users can create, experience, and..",metaverse,6,False,75496.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
24,True,ar,AR - Arweave,https://github.com/ArweaveTeam,A new data storage blockchain protocol based on a novel proof of access consensus mechanism that creates truly..,web3,6,False,336630.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
25,True,flow,FLOW - Flow,https://github.com/onflow,"Fast, decentralized, and developer-friendly blockchain, designed as the foundation for a new generation of..",metaverse,6,False,100020.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
26,True,stx,STX - Stacks,https://github.com/blockstack,New decentralized internet where users own their data and apps run locally. A browser portal is all thats needed to..,web3,6,False,254354.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
27,True,celo,CELO - Celo,https://github.com/celo-org,"A platform for fast, secure, stable digital payments to any mobile number at a fraction of todays cost.",cryptocurrency,6,False,81818.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
28,True,snx,SNX - Synthetix Network Token,https://github.com/Synthetixio,Synthetix Network Token will be a decentralised payment network where users transact directly in a price-stable..,defi,6,False,111498.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
29,True,scrt,SCRT - Secret,https://github.com/scrtlabs,"Native coin of the Secret Network, the first blockchain that enables general-purpose private / secure computation...",privacy-coins,6,False,60956.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
30,True,gno,GNO - Gnosis,https://github.com/gnosis,Gnosis builds revolutionary market-driven forecasting technology to let you shape the future.,exchange-tokens,6,False,61610.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
31,True,movr,MOVR - Moonriver,https://github.com/PureStake,Fully Ethereum-compatible smart contract parachain on Kusama. Due to this Ethereum-like design and developer-friendly..,smart-contract-platform,6,False,62986.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
32,True,lsk,LSK - Lisk,https://github.com/LiskHQ,Lisk makes it easy for developers to build and deploy blockchain applications in JavaScript. Develop and publish..,smart-contract-platform,6,False,62392.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,
33,True,maid,MAID - MaidSafeCoin,https://github.com/maidsafe,"Blockchain based storage solutions that store a data identifier (e.g. hash) in a blockchain, but store the data..",web3,6,False,152703.33333333334,,,,1.0,,,,,,,,,,,,,,,,,,,,,
34,True,nim,NIM - Nimiq,https://github.com/nimiq,Blockchain designed for simplicity. Nimiq aims to be the best performing and easiest-to-use decentralized payment..,others,6,False,253244.6666666667,,,,1.0,,,,,,,,,,,,,,,,,,,,,
35,True,btrst,BTRST - Braintrust,https://github.com/snowfork,"First decentralized talent network that connects skilled, vetted knowledge workers with the worlds most reputable..",web3,6,False,62158.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
36,True,neo,NEO - NEO,https://github.com/neo-project,Non-profit community-based blockchain project that utilizes blockchain technology and digital identity to digitize..,smart-contract-platform,5,False,9740.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
37,True,avax,AVAX - Avalanche,https://github.com/ava-labs,Open-source platform for launching decentralized finance applications and enterprise blockchain deployments in one..,smart-contract-platform,5,False,49054.0,,,,2.0,,['avax'],,,,,,,,,,,,,,,,,,,
38,True,matic,MATIC - Polygon,https://github.com/maticnetwork,Matic Network brings massive scale to Ethereum using an adapted version of Plasma with PoS based side chains.,smart-contract-platform,5,False,40000.0,,,,2.0,,['eth'],,,,,,,,,,,,,,,,,,,
39,True,sushi,SUSHI - Sushi,https://github.com/sushiswap,"DeFi protocol that is completely community-driven, serving up delicious interest for your held crypto assets. On..",amm,5,False,23368.0,,,,2.0,,['eth'],,,,,,,,,,,,,,,,,,,
40,True,cake,CAKE - PancakeSwap,https://github.com/pancakeswap,"Automated market maker (AMM) that allows two tokens to be exchanged on the Binance Smart Chain. It is fast, cheap, and..",amm,5,False,18854.0,,,,2.0,,['bsc'],,,,,,,,,,,,,,,,,,,
41,True,zec,ZEC - Zcash,https://github.com/zcash,Decentralized and open-source cryptocurrency that provides strong privacy protections. Shielded transactions hide the..,privacy-coins,5,False,28100.666666666668,,,,1.0,,,,,,,,,,,,,,,,,,,,,
42,True,udt,UDT - Unlock Protocol,https://github.com/unlock-protocol,No description.,others,5,False,9956.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
43,True,vet,VET - VeChain,https://github.com/vechain,Worlds leading blockchain platform offering Blockchain-as-a-Service to enterprises for products and information. By..,iot,5,False,20524.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
44,True,klay,KLAY - Klaytn,https://github.com/klaytn,"Public blockchain platform of the leading South Korean mobile platform, Kakao. Dedicated to validating the value and..",others,5,False,14556.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
45,True,miota,MIOTA - IOTA,https://github.com/iotaledger,"Open-source distributed data logging technology, which aims to securely enable the exchange of information and value..",iot,5,False,16762.666666666664,,,,1.0,,,,,,,,,,,,,,,,,,,,,
46,True,mina,MINA - Mina Protocol,https://github.com/MinaProtocol,"The worlds lightest blockchain, powered by participants. Mina is building a privacy-preserving gateway between the..",others,5,False,42548.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
47,True,zil,ZIL - Zilliqa,https://github.com/Zilliqa,Zilliqa will be the worlds first high-throughput public blockchain platform - designed to scale to thousands of..,smart-contract-platform,5,False,8692.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
48,True,dydx,DYDX - dYdX,https://github.com/dydxfoundation,"With an industry-leading product and a strong trajectory of organic growth, the dYdX Layer 2 protocol is ready for the..",exchange-tokens,5,False,16490.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
49,True,ocean,OCEAN - Ocean Protocol,https://github.com/oceanprotocol,A Decentralized Data Exchange Protocol to Unlock Data for AI.,web3,5,False,39070.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
50,True,rgt,RGT - Rari Governance Token,https://github.com/Rari-Capital,The Rari Governance Token is the native token behind Rari Capital. Rari Capital is a non-custodial DeFi robo-advisor..,defi,5,False,16304.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
51,True,bico,BICO - Biconomy,https://github.com/bcnmy,Biconomy provides plug-n-play APIs to make web3.0 user-friendly & frictionless. We are on a mission to make the..,others,5,False,17612.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
52,True,cfx,CFX - Conflux,https://github.com/Conflux-Chain,"Open protocol for a new world of DApps, finance, and Web 3.0. As a fast and secure public blockchain, Conflux Network..",smart-contract-platform,5,False,8254.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
53,True,req,REQ - Request,https://github.com/RequestNetwork,"A decentralized network built on top of Ethereum, which allows anyone, anywhere to request a payment.",defi,5,False,11780.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
54,True,mngo,MNGO - Mango,https://github.com/blockworks-foundation,No description.,exchange-tokens,5,False,34328.0,,,,1.0,,['sol'],,,,,,,,,,,,,,,,,,,
55,True,kilt,KILT - KILT Protocol,https://github.com/KILTprotocol,"Open-source blockchain protocol for issuing verifiable, revocable, and anonymous claims-based credentials in Web 3.0...",web3,5,False,11748.0,,,,1.0,,['dot'],,,,,,,,,,,,,,,,,,,
56,True,kar,KAR - Karura,https://github.com/AcalaNetwork,"All-in-one DeFi hub of Kusama. Founded by the Acala Foundation, Karura is a scalable, EVM-compatible network optimized..",others,5,False,18450.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
57,True,xdata,XDATA - Streamr XDATA,https://github.com/streamr-dev,Unstoppable real-time data for unstoppable apps.,iot,5,False,25096.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
58,True,sbr,SBR - Saber,https://github.com/saber-hq,Cross-chain stablecoin exchange on Solana.,exchange-tokens,5,False,29893.333333333336,,,,1.0,,,,,,,,,,,,,,,,,,,,,
59,True,orca,ORCA - Orca,https://github.com/orca-so,Most user-friendly DEX on Solana. Orca is one of the first general-purpose AMMs launched on Solana. Users can swap..,exchange-tokens,5,False,17550.0,,,,1.0,,['sol'],,,,,,,,,,,,,,,,,,,
60,True,mta,MTA - mStable Governance Token: Meta,https://github.com/mstable,The Meta token aims to coordinate decentralised governance by incentivising stakeholders to act in the best interests..,defi,5,False,10502.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
61,True,san,SAN - Santiment Network Token,https://github.com/santiment,"A Better Way to Trade Crypto-Markets Market Datafeeds, Newswires, and Crowd Sentiment Insights for the Blockchain World.",web3,5,False,11534.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
62,True,tnt,TNT - Tierion,https://github.com/tierion,"Use the blockchain as a global platform to verify any data, file, or business process. Developer tools & API to anchor..",others,5,False,16698.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
63,True,xym,XYM - Symbol,https://github.com/symbol,"Trusted and secure enterprise blockchain that smooths business friction, increasing the flow of data and innovation to..",others,5,False,8686.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
64,True,icx,ICX - ICON,https://github.com/icon-project,ICON wants to be one of the largest blockchain networks in the world. ICON will boast independent blockchains..,smart-contract-platform,4,False,6424.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
65,True,aave,AAVE - Aave,https://github.com/aave,Decentralized Lending on Ethereum Network - Lending Ethereum.,defi,4,False,6576.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
66,True,comp,COMP - Compound,https://github.com/compound-finance,"Created by the Compound Finance Team, Compound Governance Token (COMP) or (sometimes verbally Compound Coin) will be..",defi,4,False,2350.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
67,True,dash,DASH - Dash,https://github.com/dashpay,The project was initially released under the name XCoin (linking the identifier XCO to the monetary amounts..,cryptocurrency,4,False,5714.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
68,True,egld,EGLD - Elrond,https://github.com/ElrondNetwork,"Technology ecosystem for the new internet. Its smart contracts execution platform is capable of 15,000 TPS, 5s latency..",smart-contract-platform,4,False,2670.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
69,True,grt,GRT - The Graph,https://github.com/graphprotocol,Indexing protocol and global API for organizing blockchain data and making it easily accessible with GraphQL...,web3,4,False,6168.0,,,,2.0,,['eth'],,,,,,,,,,,,,,,,,,,
70,True,mkr,MKR - Maker,https://github.com/makerdao,"Utility token, governance token and recapitalization resource of the Maker system.",defi,4,False,2688.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
71,True,kda,KDA - Kadena,https://github.com/kadena-io,"Braided, parallelized Proof Of Work consensus mechanism that improves throughput and scalability while maintaining the..",smart-contract-platform,4,False,1364.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
72,True,rdn,RDN - Raiden Network Token,https://github.com/raiden-network,"Off-chain scaling solution, enabling near-instant, low-fee and scalable payments. Its complementary to the Ethereum..",web3,4,False,1916.0,,,,2.0,,['eth'],,,,,,,,,,,,,,,,,,,
73,True,waxp,WAXP - WAX,https://github.com/worldwide-asset-exchange,WAX - Worldwide Asset eXchange Its a decentralized platform that enables anyone to operate a fully functioning virtual..,metaverse,4,False,5576.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
74,True,omg,OMG - OMG Network,https://github.com/omgnetwork,"Scaling solution for finance on Ethereum, enabling transparent, peer-to-peer transactions in real-time. The..",smart-contract-platform,4,False,1232.0,,,,2.0,,['eth'],,,,,,,,,,,,,,,,,,,
75,True,zrx,ZRX - 0x,https://github.com/0xProject,"An Open Protocol For Decentralized Exchange On The Ethereum Blockchain 0x is an open, permissionless protocol allowing..",exchange-tokens,4,False,4360.0,,,,2.0,,['eth'],,,,,,,,,,,,,,,,,,,
76,True,uma,UMA - UMA,https://github.com/UMAprotocol,Decentralized financial contracts platform built to enable Universal Market Access.,defi,4,False,3996.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
77,True,anc,ANC - Anchor Protocol,https://github.com/Anchor-Protocol,"Unique decentralized peer to peer internet cryptocurrency that provides for its users. I2P and Tor compatible, it is..",defi,4,False,4540.0,,,,1.0,,['luna'],,,,,,,,,,,,,,,,,,,
78,True,ont,ONT - Ontology,https://github.com/ontio,New high-performance public blockchain project & a distributed trust collaboration platform. Ontology provides new..,smart-contract-platform,4,False,3260.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
79,True,nu,NU - NuCypher,https://github.com/nucypher,Privacy layer for distributed systems and decentralized applications. NuCypher KMS helps dApp developers secure their..,privacy-coins,4,False,3208.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
80,True,ant,ANT - Aragon,https://github.com/aragon,Aragon was born to bring transparency and independent governance to the forefront of managing an organization. We want..,web3,4,False,5742.0,,,,2.0,,['eth'],,,,,,,,,,,,,,,,,,,
81,True,keep,KEEP - Keep Network,https://github.com/keep-network,A privacy layer for Ethereum. A keep is an off-chain container for private data. Keeps help contracts harness the full..,privacy-coins,4,False,6838.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
82,True,cspr,CSPR - Casper Network,https://github.com/casper-ecosystem,First live proof-of-stake blockchain built off the Casper CBC specification. Casper is designed to accelerate..,smart-contract-platform,4,False,2449.3333333333335,,,,2.0,,,,,,,,,,,,,,,,,,,,,
83,True,dusk,DUSK - DUSK Network,https://github.com/dusk-network,Open-source and privacy-oriented blockchain based on years of academic research. You can use Dusk Network to create..,privacy-coins,4,False,6442.666666666667,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
84,True,joe,JOE - JOE,https://github.com/traderjoe-xyz,Trader Joe is your one-stop decentralized trading platform on the Avalanche network. We combine DEX services with DeFi..,exchange-tokens,4,False,1702.0,,,,2.0,,['avax'],,,,,,,,,,,,,,,,,,,
85,True,rmrk,RMRK - RMRK,https://github.com/rmrk-team,"Most advanced nft system in the world, adding eternal liquidity and multi chain forward compatibility to all NFT..",metaverse,4,False,1380.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
86,True,twt,TWT - Trust Wallet Token,https://github.com/trustwallet,Trust Wallet Token (TWT) 511 is a utility token that can only be used within the app. This will be used to incentivize..,exchange-tokens,4,False,5796.0,,,,2.0,,['bsc'],,,,,,,,,,,,,,,,,,,
87,True,rlc,RLC - iExec RLC,https://github.com/iExecBlockchainComputing,The First Decentralized Marketplace for Cloud Resources.,web3,4,False,2954.0,,,,2.0,,['eth'],,,,,,,,,,,,,,,,,,,
88,True,erg,ERG - Ergo,https://github.com/ergoplatform,ERGOs platform is based on a variety of ideas that complement each other and aim to provide solutions for various..,privacy-coins,4,False,7242.666666666667,,,,1.0,,,,,,,,,,,,,,,,,,,,,
89,True,bzz,BZZ - Swarm,https://github.com/ethersphere,System of peer-to-peer networked nodes that create a decentralised storage and communication service. The system is..,others,4,False,5288.0,,,,2.0,,['eth'],,,,,,,,,,,,,,,,,,,
90,True,steem,STEEM - Steem,https://github.com/steemit,"A new way for publishers to monetize their online content and community, based on battle-tested blockchain technology...",cryptocurrency,4,False,2524.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
91,True,astro,ASTRO - Astroport,https://github.com/astroport-fi,Next generation AMM on Terra chain. It offers multiple pool types ranging from Uniswap like xyk pools to stableswap..,others,4,False,5663.333333333333,,,,2.0,,['luna'],,,,,,,,,,,,,,,,,,,
92,True,hns,HNS - Handshake,https://github.com/handshake-org,Decentralized naming and certificate authority.,web3,4,False,5095.333333333334,,,,2.0,,,,,,,,,,,,,,,,,,,,,
93,True,mln,MLN - Enzyme,https://github.com/enzymefinance,Private company building the open-source Melon Protocol. The Enzyme is a blockchain protocol for digital asset..,defi,4,False,1774.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
94,True,rep,REP - Augur,https://github.com/AugurProject,Decentralized prediction market built on the Ethereum blockchain. It allows you to forecast events and be rewarded for..,defi,4,False,3088.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
95,True,bts,BTS - BitShares,https://github.com/bitshares,"Public, blockchain-based, real-time financial platform. It provides a decentralised asset exchange. BTS is a..",exchange-tokens,4,False,1698.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
96,True,dock,DOCK - Dock,https://github.com/docknetwork,Special purpose decentralized data exchange protocol. This protocol is intended to incentivize the exchange of work..,web3,4,False,1846.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
97,True,psp,PSP - ParaSwap,https://github.com/paraswap,Governance token for ParaSwap with the aim toprovide a decentralized exchange aggregator that is decentralized and..,exchange-tokens,4,False,4610.0,,,,2.0,,['eth'],,,,,,,,,,,,,,,,,,,
98,True,ae,AE - Aeternity,https://github.com/aeternity,"Ternity team is building a next-level, brand new blockchain technology in the making, with many features that tackle..",web3,4,False,4574.0,,,,2.0,,['eth'],,,,,,,,,,,,,,,,,,,
99,True,inst,INST - Instadapp,https://github.com/instadapp,"On Instadapp, users and developers manage and build their DeFi portfolio - the worlds most advanced platform to start..",defi,4,False,2582.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
100,True,png,PNG - Pangolin,https://github.com/pangolindex,"Community-driven decentralized exchange for Avalanche and Ethereum assets with fast settlement, low transaction fees,..",exchange-tokens,4,False,3810.0,,,,2.0,,['avax'],,,,,,,,,,,,,,,,,,,
101,True,ast,AST - AirSwap,https://github.com/airswap,"Decentralized, peer-to-peer token trading network built on the Ethereum blockchain. Buying and selling tokens on..",exchange-tokens,4,False,1228.0,,,,2.0,,['eth'],,,,,,,,,,,,,,,,,,,
102,True,hopr,HOPR - HOPR,https://github.com/hoprnet,HOPR provides essential and compliant network-level metadata privacy for everyone. HOPR is an open incentivized mixnet..,privacy-coins,4,False,7410.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
103,True,wit,WIT - Witnet,https://github.com/witnet,WITchain Provide Digital Token Development and Value Management Service for Individual and Enterprise WITchain have..,others,4,False,3963.3333333333335,,,,2.0,,,,,,,,,,,,,,,,,,,,,
104,True,grin,GRIN - Grin,https://github.com/grinplusplus,Grin empowers anyone to transact or save modern money without the fear of external control or oppression. Grin is..,privacy-coins,4,False,1155.3333333333333,,,,1.0,,,,,,,,,,,,,,,,,,,,,
105,True,juld,JULD - JulSwap,https://github.com/JustLiquidity,Community Token from JulSwap which allows you to participate in special events on JulSwap. JulD is built to introduce..,exchange-tokens,4,False,4398.0,,,,2.0,,['bsc'],,,,,,,,,,,,,,,,,,,
106,True,poa,POA - POA Network,https://github.com/poanetwork,An open network based on Ethereum protocol with Proof of Authority consensus by independent actors. Public notaries..,smart-contract-platform,4,False,4083.3333333333335,,,,2.0,,,,,,,,,,,,,,,,,,,,,
107,True,yield,YIELD - Yield Protocol,https://github.com/yieldprotocol,No description.,defi,4,False,3016.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
108,True,zxc,ZXC - 0xcert,https://github.com/0xcert,"Open source, permission-less protocol for certified non-fungible tokens on the blockchain. These tokens are stored in..",metaverse,4,False,1256.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
109,True,dfi,DFI - Amun DeFi Index,https://github.com/DeFiCh,DeFi Blockchain - bringing DeFi to Bitcoin.,defi,4,False,7424.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
110,True,tbx,TBX - Tokenbox,https://github.com/zeriontech,Utility token that providing an access to the platforms services. A fund manager or trader who wishes to operate his..,others,4,False,1448.0,,,,2.0,,['eth'],,,,,,,,,,,,,,,,,,,
111,True,wncg,WNCG - Wrapped NCG,https://github.com/planetarium,"Open source, decentralized RPG network powered by the community. As a fully decentralized game, there are no servers,..",metaverse,4,False,5500.0,,,,1.0,,['eth'],,,,,,,,,,,,,,,,,,,
112,True,dadi,DADI - Edge,https://github.com/dadi,"DADI decentralized web services: a new era of cloud computing services, powered by blockchain technology. DADI is a..",others,4,False,1722.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
113,True,sc,SC - Siacoin,https://github.com/siafoundation,First decentralized storage platform secured by blockchain technology. The Sia Storage Platform leverages..,web3,3,False,406.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
114,True,nmr,NMR - Numeraire,https://github.com/numerai,Numeraire: A Cryptographic Token for Coordinating Machine Intelligence and Preventing Overfitting.,defi,3,False,1060.0,,,,2.0,,['eth'],,,,,,,,,,,,,,,,,,,
115,True,ada,ADA - Cardano,https://github.com/input-output-hk,"Token on a distributed computing platform that runs smart contracts, decentralized applications, side chains, multi-..",smart-contract-platform,3,False,350.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
116,True,lpt,LPT - Livepeer,https://github.com/livepeer,"Open Source Video Infrastructure Services, Built On The Ethereum Blockchain. For video engineers who need affordable,..",web3,3,False,512.0,,,,2.0,,['eth'],,,,,,,,,,,,,,,,,,,
117,True,hot,HOT - Holo,https://github.com/holochain,Data integrity engine for distributed applications. It uses a validating DHT (Distributed Hash Table) where every user..,web3,3,False,522.0,,,,2.0,,['eth'],,,,,,,,,,,,,,,,,,,
118,True,zen,ZEN - Horizen,https://github.com/HorizenOfficial,Inclusive ecosystem where everyone is empowered and rewarded for their contributions. Horizens massively scalable..,privacy-coins,3,False,464.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
119,True,ren,REN - REN,https://github.com/renproject,A decentralized dark pool for trustless cross-chain atomic trading of cryptocurrencies.,exchange-tokens,3,False,942.0,,,,2.0,,['eth'],,,,,,,,,,,,,,,,,,,
120,True,glm,GLM - Golem,https://github.com/golemfactory,"Global, open source, decentralized supercomputer that anyone can access. It is made up of the combined power of users..",web3,3,False,966.6666666666666,,,,2.0,,['eth'],,,,,,,,,,,,,,,,,,,
