,group,group_id,name,homepage,description,category,projectrank,show,monthly_downloads,release_count,created_at,updated_at,projectrank_placing,labels,trending,github_id,conda_id,pypi_id,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_id,maven_id,npm_url,npm_monthly_downloads,maven_url,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,go_id,go_url
27,True,flow,FLOW - Flow,https://github.com/onflow,"Fast, decentralized, and developer-friendly blockchain, designed as the foundation for a new generation of..",metaverse,6,False,200580.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
28,True,stx,STX - Stacks,https://github.com/blockstack,New decentralized internet where users own their data and apps run locally. A browser portal is all thats needed to..,web3,6,False,295650.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
29,True,celo,CELO - Celo,https://github.com/celo-org,"A platform for fast, secure, stable digital payments to any mobile number at a fraction of todays cost.",cryptocurrency,6,False,165644.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
30,True,snx,SNX - Synthetix Network Token,https://github.com/Synthetixio,Synthetix Network Token will be a decentralised payment network where users transact directly in a price-stable..,defi,6,False,207142.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
31,True,scrt,SCRT - Secret,https://github.com/scrtlabs,"Native coin of the Secret Network, the first blockchain that enables general-purpose private / secure computation...",privacy-coins,6,False,75978.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
32,True,gno,GNO - Gnosis,https://github.com/gnosis,Gnosis builds revolutionary market-driven forecasting technology to let you shape the future.,exchange-tokens,6,False,73370.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
33,True,ewt,EWT - Energy Web Token,https://github.com/energywebfoundation,"Native token of the Energy Web Chain, a public, Proof-of-Authority Ethereum Virtual Machine blockchain specifically..",others,6,False,63080.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,
34,True,rgt,RGT - Rari Governance Token,https://github.com/Rari-Capital,The Rari Governance Token is the native token behind Rari Capital. Rari Capital is a non-custodial DeFi robo-advisor..,defi,6,False,210798.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
35,True,maid,MAID - MaidSafeCoin,https://github.com/maidsafe,"Blockchain based storage solutions that store a data identifier (e.g. hash) in a blockchain, but store the data..",web3,6,False,148167.3333333333,,,,1.0,,,,,,,,,,,,,,,,,,,,,
36,True,nim,NIM - Nimiq,https://github.com/nimiq,Blockchain designed for simplicity. Nimiq aims to be the best performing and easiest-to-use decentralized payment..,others,6,False,304670.6666666666,,,,1.0,,,,,,,,,,,,,,,,,,,,,
37,True,hopr,HOPR - HOPR,https://github.com/hoprnet,HOPR provides essential and compliant network-level metadata privacy for everyone. HOPR is an open incentivized mixnet..,privacy-coins,6,False,137930.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
38,True,neo,NEO - NEO,https://github.com/neo-project,Non-profit community-based blockchain project that utilizes blockchain technology and digital identity to digitize..,smart-contract-platform,5,False,14216.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
39,True,matic,MATIC - Polygon,https://github.com/maticnetwork,Matic Network brings massive scale to Ethereum using an adapted version of Plasma with PoS based side chains.,smart-contract-platform,5,False,55988.0,,,,2.0,['eth'],,,,,,,,,,,,,,,,,,,,
40,True,aave,AAVE - Aave,https://github.com/aave,Decentralized Lending on Ethereum Network - Lending Ethereum.,defi,5,False,18576.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
41,True,cake,CAKE - PancakeSwap,https://github.com/pancakeswap,"Automated market maker (AMM) that allows two tokens to be exchanged on the Binance Smart Chain. It is fast, cheap, and..",amm,5,False,21868.0,,,,3.0,['bsc'],,,,,,,,,,,,,,,,,,,,
42,True,zec,ZEC - Zcash,https://github.com/zcash,Decentralized and open-source cryptocurrency that provides strong privacy protections. Shielded transactions hide the..,privacy-coins,5,False,30726.666666666664,,,,1.0,,,,,,,,,,,,,,,,,,,,,
43,True,dash,DASH - Dash,https://github.com/dashpay,The project was initially released under the name XCoin (linking the identifier XCO to the monetary amounts..,cryptocurrency,5,False,9822.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
44,True,udt,UDT - Unlock Protocol,https://github.com/unlock-protocol,No description.,others,5,False,11116.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
45,True,vet,VET - VeChain,https://github.com/vechain,Worlds leading blockchain platform offering Blockchain-as-a-Service to enterprises for products and information. By..,iot,5,False,20290.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
46,True,klay,KLAY - Klaytn,https://github.com/klaytn,"Public blockchain platform of the leading South Korean mobile platform, Kakao. Dedicated to validating the value and..",others,5,False,27430.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
47,True,miota,MIOTA - IOTA,https://github.com/iotaledger,"Open-source distributed data logging technology, which aims to securely enable the exchange of information and value..",iot,5,False,20426.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
48,True,grt,GRT - The Graph,https://github.com/graphprotocol,Indexing protocol and global API for organizing blockchain data and making it easily accessible with GraphQL...,web3,5,False,13472.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
49,True,mina,MINA - Mina Protocol,https://github.com/MinaProtocol,"The worlds lightest blockchain, powered by participants. Mina is building a privacy-preserving gateway between the..",others,5,False,26008.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
50,True,zil,ZIL - Zilliqa,https://github.com/Zilliqa,Zilliqa will be the worlds first high-throughput public blockchain platform - designed to scale to thousands of..,smart-contract-platform,5,False,12158.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
51,True,audio,AUDIO - Audius,https://github.com/AudiusProject,"Native platform token of the Audius streaming protocol. AUDIO is staked for security, feature access and governance..",metaverse,5,False,12434.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
52,True,zrx,ZRX - 0x,https://github.com/0xProject,"An Open Protocol For Decentralized Exchange On The Ethereum Blockchain 0x is an open, permissionless protocol allowing..",exchange-tokens,5,False,9120.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
53,True,uma,UMA - UMA,https://github.com/UMAprotocol,Decentralized financial contracts platform built to enable Universal Market Access.,defi,5,False,9362.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
54,True,anc,ANC - Anchor Protocol,https://github.com/Anchor-Protocol,"Unique decentralized peer to peer internet cryptocurrency that provides for its users. I2P and Tor compatible, it is..",defi,5,False,8424.666666666668,,,,1.0,['luna'],,,,,,,,,,,,,,,,,,,,
55,True,dydx,DYDX - dYdX,https://github.com/dydxfoundation,"With an industry-leading product and a strong trajectory of organic growth, the dYdX Layer 2 protocol is ready for the..",exchange-tokens,5,False,33762.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
56,True,ont,ONT - Ontology,https://github.com/ontio,New high-performance public blockchain project & a distributed trust collaboration platform. Ontology provides new..,smart-contract-platform,5,False,8198.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
57,True,movr,MOVR - Moonriver,https://github.com/PureStake,Fully Ethereum-compatible smart contract parachain on Kusama. Due to this Ethereum-like design and developer-friendly..,smart-contract-platform,5,False,44208.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
58,True,ant,ANT - Aragon,https://github.com/aragon,Aragon was born to bring transparency and independent governance to the forefront of managing an organization. We want..,web3,5,False,17942.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
59,True,keep,KEEP - Keep Network,https://github.com/keep-network,A privacy layer for Ethereum. A keep is an off-chain container for private data. Keeps help contracts harness the full..,privacy-coins,5,False,16932.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
60,True,ever,EVER - Everscale,https://github.com/tonlabs,"Fast, secure and scalable network with near-zero fees, which can process up to a million transactions per second..",others,5,False,43806.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
61,True,ocean,OCEAN - Ocean Protocol,https://github.com/oceanprotocol,A Decentralized Data Exchange Protocol to Unlock Data for AI.,web3,5,False,33506.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
62,True,lsk,LSK - Lisk,https://github.com/LiskHQ,Lisk makes it easy for developers to build and deploy blockchain applications in JavaScript. Develop and publish..,smart-contract-platform,5,False,56988.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
63,True,bico,BICO - Biconomy,https://github.com/bcnmy,Biconomy provides plug-n-play APIs to make web3.0 user-friendly & frictionless. We are on a mission to make the..,others,5,False,22052.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
64,True,cfx,CFX - Conflux,https://github.com/Conflux-Chain,"Open protocol for a new world of DApps, finance, and Web 3.0. As a fast and secure public blockchain, Conflux Network..",smart-contract-platform,5,False,9552.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
65,True,req,REQ - Request,https://github.com/RequestNetwork,"A decentralized network built on top of Ethereum, which allows anyone, anywhere to request a payment.",defi,5,False,25584.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
66,True,twt,TWT - Trust Wallet Token,https://github.com/trustwallet,Trust Wallet Token (TWT) 511 is a utility token that can only be used within the app. This will be used to incentivize..,exchange-tokens,5,False,11146.0,,,,1.0,['bsc'],,,,,,,,,,,,,,,,,,,,
67,True,erg,ERG - Ergo,https://github.com/ergoplatform,ERGOs platform is based on a variety of ideas that complement each other and aim to provide solutions for various..,privacy-coins,5,False,17464.666666666668,,,,1.0,,,,,,,,,,,,,,,,,,,,,
68,True,mngo,MNGO - Mango,https://github.com/blockworks-foundation,No description.,exchange-tokens,5,False,33874.0,,,,1.0,['sol'],,,,,,,,,,,,,,,,,,,,
69,True,kilt,KILT - KILT Protocol,https://github.com/KILTprotocol,"Open-source blockchain protocol for issuing verifiable, revocable, and anonymous claims-based credentials in Web 3.0...",web3,5,False,17672.0,,,,1.0,['dot'],,,,,,,,,,,,,,,,,,,,
70,True,bzz,BZZ - Swarm,https://github.com/ethersphere,System of peer-to-peer networked nodes that create a decentralised storage and communication service. The system is..,others,5,False,9052.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
71,True,rep,REP - Augur,https://github.com/AugurProject,Decentralized prediction market built on the Ethereum blockchain. It allows you to forecast events and be rewarded for..,defi,5,False,35438.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
72,True,kar,KAR - Karura,https://github.com/AcalaNetwork,"All-in-one DeFi hub of Kusama. Founded by the Acala Foundation, Karura is a scalable, EVM-compatible network optimized..",others,5,False,37392.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
73,True,xdata,XDATA - Streamr XDATA,https://github.com/streamr-dev,Unstoppable real-time data for unstoppable apps.,iot,5,False,37374.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
74,True,psp,PSP - ParaSwap,https://github.com/paraswap,Governance token for ParaSwap with the aim toprovide a decentralized exchange aggregator that is decentralized and..,exchange-tokens,5,False,9358.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
75,True,sbr,SBR - Saber,https://github.com/saber-hq,Cross-chain stablecoin exchange on Solana.,exchange-tokens,5,False,39685.333333333336,,,,1.0,,,,,,,,,,,,,,,,,,,,,
76,True,beam,BEAM - BEAM,https://github.com/BeamMW,Scalable confidential cryptocurrency.,privacy-coins,5,False,26028.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
77,True,ae,AE - Aeternity,https://github.com/aeternity,"Ternity team is building a next-level, brand new blockchain technology in the making, with many features that tackle..",web3,5,False,9262.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
78,True,orca,ORCA - Orca,https://github.com/orca-so,Most user-friendly DEX on Solana. Orca is one of the first general-purpose AMMs launched on Solana. Users can swap..,exchange-tokens,5,False,19104.0,,,,1.0,['sol'],,,,,,,,,,,,,,,,,,,,
79,True,card,CARD - Cardstack,https://github.com/cardstack,The experience layer of the decentralized internet. Cardstack is an open-source framework and consensus protocol that..,others,5,False,10230.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
80,True,mta,MTA - mStable Governance Token: Meta,https://github.com/mstable,The Meta token aims to coordinate decentralised governance by incentivising stakeholders to act in the best interests..,defi,5,False,10858.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
81,True,san,SAN - Santiment Network Token,https://github.com/santiment,"A Better Way to Trade Crypto-Markets Market Datafeeds, Newswires, and Crowd Sentiment Insights for the Blockchain World.",web3,5,False,19458.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
82,True,tnt,TNT - Tierion,https://github.com/tierion,"Use the blockchain as a global platform to verify any data, file, or business process. Developer tools & API to anchor..",others,5,False,23562.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
83,True,yield,YIELD - Yield Protocol,https://github.com/yieldprotocol,No description.,defi,5,False,8624.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
84,True,dfi,DFI - Amun DeFi Index,https://github.com/DeFiCh,DeFi Blockchain - bringing DeFi to Bitcoin.,defi,5,False,33922.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
85,True,xym,XYM - Symbol,https://github.com/symbol,"Trusted and secure enterprise blockchain that smooths business friction, increasing the flow of data and innovation to..",others,5,False,19940.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
86,True,btrst,BTRST - Braintrust,https://github.com/snowfork,"First decentralized talent network that connects skilled, vetted knowledge workers with the worlds most reputable..",web3,5,False,42842.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
87,True,wncg,WNCG - Wrapped NCG,https://github.com/planetarium,"Open source, decentralized RPG network powered by the community. As a fully decentralized game, there are no servers,..",metaverse,5,False,16778.0,,,,1.0,['eth'],,,,,,,,,,,,,,,,,,,,
88,True,dapp,DAPP - LiquidApps,https://github.com/liquidapps-io,LiquidApps mission is to promote the adoption of decentralized applications (dApps) at scale by introducing a new..,web3,5,False,34292.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
89,True,dadi,DADI - Edge,https://github.com/dadi,"DADI decentralized web services: a new era of cloud computing services, powered by blockchain technology. DADI is a..",others,5,False,8698.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
90,True,nmr,NMR - Numeraire,https://github.com/numerai,Numeraire: A Cryptographic Token for Coordinating Machine Intelligence and Preventing Overfitting.,defi,4,False,1918.0,,,,2.0,['eth'],,,,,,,,,,,,,,,,,,,,
91,True,icx,ICX - ICON,https://github.com/icon-project,ICON wants to be one of the largest blockchain networks in the world. ICON will boast independent blockchains..,smart-contract-platform,4,False,7100.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
92,True,lpt,LPT - Livepeer,https://github.com/livepeer,"Open Source Video Infrastructure Services, Built On The Ethereum Blockchain. For video engineers who need affordable,..",web3,4,False,1380.0,,,,2.0,['eth'],,,,,,,,,,,,,,,,,,,,
93,True,comp,COMP - Compound,https://github.com/compound-finance,"Created by the Compound Finance Team, Compound Governance Token (COMP) or (sometimes verbally Compound Coin) will be..",defi,4,False,6266.0,,,,2.0,['eth'],,,,,,,,,,,,,,,,,,,,
94,True,egld,EGLD - Elrond,https://github.com/ElrondNetwork,"Technology ecosystem for the new internet. Its smart contracts execution platform is capable of 15,000 TPS, 5s latency..",smart-contract-platform,4,False,3562.6666666666665,,,,2.0,,,,,,,,,,,,,,,,,,,,,
95,True,mkr,MKR - Maker,https://github.com/makerdao,"Utility token, governance token and recapitalization resource of the Maker system.",defi,4,False,6746.0,,,,2.0,['eth'],,,,,,,,,,,,,,,,,,,,
96,True,kda,KDA - Kadena,https://github.com/kadena-io,"Braided, parallelized Proof Of Work consensus mechanism that improves throughput and scalability while maintaining the..",smart-contract-platform,4,False,1734.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
97,True,rdn,RDN - Raiden Network Token,https://github.com/raiden-network,"Off-chain scaling solution, enabling near-instant, low-fee and scalable payments. Its complementary to the Ethereum..",web3,4,False,2166.0,,,,2.0,['eth'],,,,,,,,,,,,,,,,,,,,
98,True,bnt,BNT - Bancor Network Token,https://github.com/bancorprotocol,Standard for a new generation of cryptocurrencies called Smart Tokens.,exchange-tokens,4,False,1508.0,,,,2.0,['eth'],,,,,,,,,,,,,,,,,,,,
99,True,waxp,WAXP - WAX,https://github.com/worldwide-asset-exchange,WAX - Worldwide Asset eXchange Its a decentralized platform that enables anyone to operate a fully functioning virtual..,metaverse,4,False,7874.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
100,True,omg,OMG - OMG Network,https://github.com/omgnetwork,"Scaling solution for finance on Ethereum, enabling transparent, peer-to-peer transactions in real-time. The..",smart-contract-platform,4,False,2460.0,,,,2.0,['eth'],,,,,,,,,,,,,,,,,,,,
101,True,ren,REN - REN,https://github.com/renproject,A decentralized dark pool for trustless cross-chain atomic trading of cryptocurrencies.,exchange-tokens,4,False,5644.0,,,,2.0,['eth'],,,,,,,,,,,,,,,,,,,,
102,True,glm,GLM - Golem,https://github.com/golemfactory,"Global, open source, decentralized supercomputer that anyone can access. It is made up of the combined power of users..",web3,4,False,2600.0,,,,2.0,['eth'],,,,,,,,,,,,,,,,,,,,
103,True,nu,NU - NuCypher,https://github.com/nucypher,Privacy layer for distributed systems and decentralized applications. NuCypher KMS helps dApp developers secure their..,privacy-coins,4,False,3944.0,,,,2.0,['eth'],,,,,,,,,,,,,,,,,,,,
104,True,fet,FET - Fetch.ai,https://github.com/fetchai,Next-generation protocol built with a ready-to-go Useful Proof of Work system invented by world-leading AI minds.,metaverse,4,False,1496.0,,,,2.0,['eth'],,,,,,,,,,,,,,,,,,,,
105,True,cspr,CSPR - Casper Network,https://github.com/casper-ecosystem,First live proof-of-stake blockchain built off the Casper CBC specification. Casper is designed to accelerate..,smart-contract-platform,4,False,2810.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
106,True,dusk,DUSK - DUSK Network,https://github.com/dusk-network,Open-source and privacy-oriented blockchain based on years of academic research. You can use Dusk Network to create..,privacy-coins,4,False,4758.666666666666,,,,2.0,['eth'],,,,,,,,,,,,,,,,,,,,
107,True,joe,JOE - JOE,https://github.com/traderjoe-xyz,Trader Joe is your one-stop decentralized trading platform on the Avalanche network. We combine DEX services with DeFi..,exchange-tokens,4,False,2636.0,,,,2.0,['avax'],,,,,,,,,,,,,,,,,,,,
108,True,rmrk,RMRK - RMRK,https://github.com/rmrk-team,"Most advanced nft system in the world, adding eternal liquidity and multi chain forward compatibility to all NFT..",metaverse,4,False,2984.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
109,True,rlc,RLC - iExec RLC,https://github.com/iExecBlockchainComputing,The First Decentralized Marketplace for Cloud Resources.,web3,4,False,4902.0,,,,2.0,['eth'],,,,,,,,,,,,,,,,,,,,
110,True,steem,STEEM - Steem,https://github.com/steemit,"A new way for publishers to monetize their online content and community, based on battle-tested blockchain technology...",cryptocurrency,4,False,2726.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
111,True,astro,ASTRO - Astroport,https://github.com/astroport-fi,Next generation AMM on Terra chain. It offers multiple pool types ranging from Uniswap like xyk pools to stableswap..,others,4,False,4293.333333333333,,,,2.0,['luna'],,,,,,,,,,,,,,,,,,,,
112,True,dpi,DPI - DeFi Pulse Index,https://github.com/SetProtocol,Capitalization-weighted index that tracks the performance of decentralized financial assets across the market...,defi,4,False,2652.0,,,,2.0,['eth'],,,,,,,,,,,,,,,,,,,,
113,True,hns,HNS - Handshake,https://github.com/handshake-org,Decentralized naming and certificate authority.,web3,4,False,6444.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
114,True,mln,MLN - Enzyme,https://github.com/enzymefinance,Private company building the open-source Melon Protocol. The Enzyme is a blockchain protocol for digital asset..,defi,4,False,4626.0,,,,2.0,['eth'],,,,,,,,,,,,,,,,,,,,
115,True,bts,BTS - BitShares,https://github.com/bitshares,"Public, blockchain-based, real-time financial platform. It provides a decentralised asset exchange. BTS is a..",exchange-tokens,4,False,3656.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
116,True,mft,MFT - Hifi Finance,https://github.com/MainframeHQ,"Platform for decentralized applications. Resistant to censorship, surveillance, and disruption, the Mainframe network..",smart-contract-platform,4,False,1512.0,,,,2.0,['eth'],,,,,,,,,,,,,,,,,,,,
117,True,dock,DOCK - Dock,https://github.com/docknetwork,Special purpose decentralized data exchange protocol. This protocol is intended to incentivize the exchange of work..,web3,4,False,5082.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
118,True,lqty,LQTY - Liquity,https://github.com/liquity,Token that captures the fee revenue generated by the Liquity Protocol via staking. Liquity is a decentralized..,defi,4,False,2398.0,,,,2.0,['eth'],,,,,,,,,,,,,,,,,,,,
119,True,vite,VITE - Vite,https://github.com/vitelabs,A Next Generation High-performance Decentralized Application Platform.,exchange-tokens,4,False,1970.0,,,,2.0,['eth'],,,,,,,,,,,,,,,,,,,,
120,True,inst,INST - Instadapp,https://github.com/instadapp,"On Instadapp, users and developers manage and build their DeFi portfolio - the worlds most advanced platform to start..",defi,4,False,3546.0,,,,2.0,['eth'],,,,,,,,,,,,,,,,,,,,
121,True,png,PNG - Pangolin,https://github.com/pangolindex,"Community-driven decentralized exchange for Avalanche and Ethereum assets with fast settlement, low transaction fees,..",exchange-tokens,4,False,3872.0,,,,2.0,['avax'],,,,,,,,,,,,,,,,,,,,
